Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	CATAMI_L1	CATAMI_L2	CATAMI_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6	Description [Code]	CATAMI Sp Code	Radius %
Inside_3_15_Pilchards_left.avi	11538	1693.8873	136	960	23/05/2017												Open Water			Open					46.6
Inside_3_15_Pilchards_left.avi	11538	1693.8873	405	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			15.5
Inside_3_15_Pilchards_left.avi	11538	1693.8873	675	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			15.5
Inside_3_15_Pilchards_left.avi	11538	1693.8873	944	960	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.6
Inside_3_15_Pilchards_left.avi	11538	1693.8873	136	1344	23/05/2017												Open Water			Open					64.3
Inside_3_15_Pilchards_left.avi	11538	1693.8873	405	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_3_15_Pilchards_left.avi	11538	1693.8873	675	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
Inside_3_15_Pilchards_left.avi	11538	1693.8873	944	1344	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
Inside_3_15_Pilchards_left.avi	11538	1693.8873	136	1727	23/05/2017												Open Water			Open					100
Inside_3_15_Pilchards_left.avi	11538	1693.8873	405	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_3_15_Pilchards_left.avi	11538	1693.8873	675	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_3_15_Pilchards_left.avi	11538	1693.8873	944	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_3_25_Pilchards_left.avi	12782	2034.9987	136	193	23/05/2017												Open Water			Open					100
Inside_3_25_Pilchards_left.avi	12782	2034.9987	405	193	23/05/2017												Open Water			Open					89.8
Inside_3_25_Pilchards_left.avi	12782	2034.9987	675	193	23/05/2017												Unknown			Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				89.8
Inside_3_25_Pilchards_left.avi	12782	2034.9987	944	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			100
Inside_3_25_Pilchards_left.avi	12782	2034.9987	136	576	23/05/2017												Open Water			Open					64.3
Inside_3_25_Pilchards_left.avi	12782	2034.9987	405	576	23/05/2017												Open Water			Open					46.9
Inside_3_25_Pilchards_left.avi	12782	2034.9987	675	576	23/05/2017												Unknown			Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				46.9
