campaignid,opcode,level_1,caab_code,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,count
2020-06_south-west_stereo-BRUVs,28,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,28,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,29,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,29,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,29,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,2
2020-06_south-west_stereo-BRUVs,29,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,29,Biota,10000912,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,29,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,29,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,30,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,30,Biota,80300909,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,30,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,11
2020-06_south-west_stereo-BRUVs,30,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,3
2020-06_south-west_stereo-BRUVs,30,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,30,Biota,63618905,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,30,Biota,10000903,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,30,Biota,10000000,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,30,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,30,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,31,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,31,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,31,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,31,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,18
2020-06_south-west_stereo-BRUVs,32,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,32,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,32,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,7
2020-06_south-west_stereo-BRUVs,32,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,32,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,32,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,33,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,33,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,33,Biota,63618905,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,33,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,33,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,15
2020-06_south-west_stereo-BRUVs,34,Biota,80300929,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,34,Biota,80300906,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,34,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,34,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,19
2020-06_south-west_stereo-BRUVs,34,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,35,Biota,20000000,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,35,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,35,Biota,80300906,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,35,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,35,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-06_south-west_stereo-BRUVs,35,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,35,Biota,10000903,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,35,Biota,10000000,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,35,Physical,82001004,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,35,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,35,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,36,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-06_south-west_stereo-BRUVs,36,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,36,Physical,82001004,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,36,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,23
2020-06_south-west_stereo-BRUVs,37,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,37,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,37,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,3
2020-06_south-west_stereo-BRUVs,37,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,37,Biota,63618905,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,37,Biota,10000000,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,37,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,37,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,38,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,38,Biota,54079009,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,9
2020-06_south-west_stereo-BRUVs,38,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,38,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,38,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,15
2020-06_south-west_stereo-BRUVs,39,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,39,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,39,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,39,Biota,63618905,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,2
2020-06_south-west_stereo-BRUVs,39,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,39,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,40,Biota,20000000,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,40,Biota,80300929,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,40,Biota,80300904,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,40,Biota,80300908,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,40,Biota,80300910,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,40,Biota,80300000,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,40,Biota,63618905,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,2
2020-06_south-west_stereo-BRUVs,40,Biota,10000000,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,40,Physical,82001002,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,40,Physical,82001014,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
